Initializing cache
    new inotifyFd = 4
        markCacheSlotEmpty: slot = 0;  wd = 0; path = 
    watchDir: wd = 169 [cache slot: 168]; /root/data/app/release_pack/librdkafka/examples
    watchDir: wd = 170 [cache slot: 169]; /root/data/app/release_pack/librdkafka/.git
    watchDir: wd = 171 [cache slot: 170]; /root/data/app/release_pack/librdkafka/.git/hooks
    watchDir: wd = 172 [cache slot: 171]; /root/data/app/release_pack/librdkafka/.git/info
    watchDir: wd = 173 [cache slot: 172]; /root/data/app/release_pack/librdkafka/.git/logs
    watchDir: wd = 174 [cache slot: 173]; /root/data/app/release_pack/librdkafka/.git/logs/refs
    watchDir: wd = 175 [cache slot: 174]; /root/data/app/release_pack/librdkafka/.git/logs/refs/remotes
    watchDir: wd = 176 [cache slot: 175]; /root/data/app/release_pack/librdkafka/.git/logs/refs/remotes/origin
    watchDir: wd = 177 [cache slot: 176]; /root/data/app/release_pack/librdkafka/.git/logs/refs/heads
    watchDir: wd = 178 [cache slot: 177]; /root/data/app/release_pack/librdkafka/.git/refs
    watchDir: wd = 179 [cache slot: 178]; /root/data/app/release_pack/librdkafka/.git/refs/remotes
    watchDir: wd = 180 [cache slot: 179]; /root/data/app/release_pack/librdkafka/.git/refs/remotes/origin
    watchDir: wd = 181 [cache slot: 180]; /root/data/app/release_pack/librdkafka/.git/refs/heads
    watchDir: wd = 182 [cache slot: 181]; /root/data/app/release_pack/librdkafka/.git/refs/tags
    watchDir: wd = 183 [cache slot: 182]; /root/data/app/release_pack/librdkafka/.git/objects
    watchDir: wd = 184 [cache slot: 183]; /root/data/app/release_pack/librdkafka/.git/objects/info
    watchDir: wd = 185 [cache slot: 184]; /root/data/app/release_pack/librdkafka/.git/objects/pack
    watchDir: wd = 186 [cache slot: 185]; /root/data/app/release_pack/librdkafka/.git/branches
    watchDir: wd = 187 [cache slot: 186]; /root/data/app/release_pack/librdkafka/tests
    watchDir: wd = 188 [cache slot: 187]; /root/data/app/release_pack/librdkafka/tests/interceptor_test
    watchDir: wd = 189 [cache slot: 188]; /root/data/app/release_pack/librdkafka/tests/java
    watchDir: wd = 190 [cache slot: 189]; /root/data/app/release_pack/librdkafka/tests/plugin_test
    watchDir: wd = 191 [cache slot: 190]; /root/data/app/release_pack/librdkafka/win32
    watchDir: wd = 192 [cache slot: 191]; /root/data/app/release_pack/librdkafka/win32/rdkafka_performance
    watchDir: wd = 193 [cache slot: 192]; /root/data/app/release_pack/librdkafka/win32/packages
    watchDir: wd = 194 [cache slot: 193]; /root/data/app/release_pack/librdkafka/win32/interceptor_test
    watchDir: wd = 195 [cache slot: 194]; /root/data/app/release_pack/librdkafka/win32/rdkafka_consumer_example_cpp
    watchDir: wd = 196 [cache slot: 195]; /root/data/app/release_pack/librdkafka/win32/tests
    watchDir: wd = 197 [cache slot: 196]; /root/data/app/release_pack/librdkafka/win32/librdkafkacpp
    watchDir: wd = 198 [cache slot: 197]; /root/data/app/release_pack/librdkafka/win32/rdkafka_example
    watchDir: wd = 199 [cache slot: 198]; /root/data/app/release_pack/librdkafka/mklove
    watchDir: wd = 200 [cache slot: 199]; /root/data/app/release_pack/librdkafka/mklove/modules
        markCacheSlotEmpty: slot = 200;  wd = 0; path = 
        markCacheSlotEmpty: slot = 201;  wd = 0; path = 
        markCacheSlotEmpty: slot = 202;  wd = 0; path = 
        markCacheSlotEmpty: slot = 203;  wd = 0; path = 
        markCacheSlotEmpty: slot = 204;  wd = 0; path = 
        markCacheSlotEmpty: slot = 205;  wd = 0; path = 
        markCacheSlotEmpty: slot = 206;  wd = 0; path = 
        markCacheSlotEmpty: slot = 207;  wd = 0; path = 
        markCacheSlotEmpty: slot = 208;  wd = 0; path = 
        markCacheSlotEmpty: slot = 209;  wd = 0; path = 
        markCacheSlotEmpty: slot = 210;  wd = 0; path = 
        markCacheSlotEmpty: slot = 211;  wd = 0; path = 
        markCacheSlotEmpty: slot = 212;  wd = 0; path = 
        markCacheSlotEmpty: slot = 213;  wd = 0; path = 
        markCacheSlotEmpty: slot = 214;  wd = 0; path = 
        markCacheSlotEmpty: slot = 215;  wd = 0; path = 
        markCacheSlotEmpty: slot = 216;  wd = 0; path = 
        markCacheSlotEmpty: slot = 217;  wd = 0; path = 
        markCacheSlotEmpty: slot = 218;  wd = 0; path = 
        markCacheSlotEmpty: slot = 219;  wd = 0; path = 
        markCacheSlotEmpty: slot = 220;  wd = 0; path = 
        markCacheSlotEmpty: slot = 221;  wd = 0; path = 
        markCacheSlotEmpty: slot = 222;  wd = 0; path = 
        markCacheSlotEmpty: slot = 223;  wd = 0; path = 
        markCacheSlotEmpty: slot = 224;  wd = 0; path = 
        markCacheSlotEmpty: slot = 225;  wd = 0; path = 
        markCacheSlotEmpty: slot = 226;  wd = 0; path = 
        markCacheSlotEmpty: slot = 227;  wd = 0; path = 
        markCacheSlotEmpty: slot = 228;  wd = 0; path = 
        markCacheSlotEmpty: slot = 229;  wd = 0; path = 
        markCacheSlotEmpty: slot = 230;  wd = 0; path = 
        markCacheSlotEmpty: slot = 231;  wd = 0; path = 
        markCacheSlotEmpty: slot = 232;  wd = 0; path = 
        markCacheSlotEmpty: slot = 233;  wd = 0; path = 
        markCacheSlotEmpty: slot = 234;  wd = 0; path = 
        markCacheSlotEmpty: slot = 235;  wd = 0; path = 
        markCacheSlotEmpty: slot = 236;  wd = 0; path = 
        markCacheSlotEmpty: slot = 237;  wd = 0; path = 
        markCacheSlotEmpty: slot = 238;  wd = 0; path = 
        markCacheSlotEmpty: slot = 239;  wd = 0; path = 
        markCacheSlotEmpty: slot = 240;  wd = 0; path = 
        markCacheSlotEmpty: slot = 241;  wd = 0; path = 
        markCacheSlotEmpty: slot = 242;  wd = 0; path = 
        markCacheSlotEmpty: slot = 243;  wd = 0; path = 
        markCacheSlotEmpty: slot = 244;  wd = 0; path = 
        markCacheSlotEmpty: slot = 245;  wd = 0; path = 
        markCacheSlotEmpty: slot = 246;  wd = 0; path = 
        markCacheSlotEmpty: slot = 247;  wd = 0; path = 
        markCacheSlotEmpty: slot = 248;  wd = 0; path = 
        markCacheSlotEmpty: slot = 249;  wd = 0; path = 
        markCacheSlotEmpty: slot = 250;  wd = 0; path = 
        markCacheSlotEmpty: slot = 251;  wd = 0; path = 
        markCacheSlotEmpty: slot = 252;  wd = 0; path = 
        markCacheSlotEmpty: slot = 253;  wd = 0; path = 
        markCacheSlotEmpty: slot = 254;  wd = 0; path = 
        markCacheSlotEmpty: slot = 255;  wd = 0; path = 
        markCacheSlotEmpty: slot = 256;  wd = 0; path = 
        markCacheSlotEmpty: slot = 257;  wd = 0; path = 
        markCacheSlotEmpty: slot = 258;  wd = 0; path = 
        markCacheSlotEmpty: slot = 259;  wd = 0; path = 
        markCacheSlotEmpty: slot = 260;  wd = 0; path = 
        markCacheSlotEmpty: slot = 261;  wd = 0; path = 
        markCacheSlotEmpty: slot = 262;  wd = 0; path = 
        markCacheSlotEmpty: slot = 263;  wd = 0; path = 
        markCacheSlotEmpty: slot = 264;  wd = 0; path = 
        markCacheSlotEmpty: slot = 265;  wd = 0; path = 
        markCacheSlotEmpty: slot = 266;  wd = 0; path = 
        markCacheSlotEmpty: slot = 267;  wd = 0; path = 
        markCacheSlotEmpty: slot = 268;  wd = 0; path = 
        markCacheSlotEmpty: slot = 269;  wd = 0; path = 
        markCacheSlotEmpty: slot = 270;  wd = 0; path = 
        markCacheSlotEmpty: slot = 271;  wd = 0; path = 
        markCacheSlotEmpty: slot = 272;  wd = 0; path = 
        markCacheSlotEmpty: slot = 273;  wd = 0; path = 
        markCacheSlotEmpty: slot = 274;  wd = 0; path = 
        markCacheSlotEmpty: slot = 275;  wd = 0; path = 
        markCacheSlotEmpty: slot = 276;  wd = 0; path = 
        markCacheSlotEmpty: slot = 277;  wd = 0; path = 
        markCacheSlotEmpty: slot = 278;  wd = 0; path = 
        markCacheSlotEmpty: slot = 279;  wd = 0; path = 
        markCacheSlotEmpty: slot = 280;  wd = 0; path = 
        markCacheSlotEmpty: slot = 281;  wd = 0; path = 
        markCacheSlotEmpty: slot = 282;  wd = 0; path = 
        markCacheSlotEmpty: slot = 283;  wd = 0; path = 
        markCacheSlotEmpty: slot = 284;  wd = 0; path = 
        markCacheSlotEmpty: slot = 285;  wd = 0; path = 
        markCacheSlotEmpty: slot = 286;  wd = 0; path = 
        markCacheSlotEmpty: slot = 287;  wd = 0; path = 
        markCacheSlotEmpty: slot = 288;  wd = 0; path = 
        markCacheSlotEmpty: slot = 289;  wd = 0; path = 
        markCacheSlotEmpty: slot = 290;  wd = 0; path = 
        markCacheSlotEmpty: slot = 291;  wd = 0; path = 
        markCacheSlotEmpty: slot = 292;  wd = 0; path = 
        markCacheSlotEmpty: slot = 293;  wd = 0; path = 
        markCacheSlotEmpty: slot = 294;  wd = 0; path = 
        markCacheSlotEmpty: slot = 295;  wd = 0; path = 
        markCacheSlotEmpty: slot = 296;  wd = 0; path = 
        markCacheSlotEmpty: slot = 297;  wd = 0; path = 
        markCacheSlotEmpty: slot = 298;  wd = 0; path = 
        markCacheSlotEmpty: slot = 299;  wd = 0; path = 
        markCacheSlotEmpty: slot = 300;  wd = 0; path = 
        markCacheSlotEmpty: slot = 301;  wd = 0; path = 
        markCacheSlotEmpty: slot = 302;  wd = 0; path = 
        markCacheSlotEmpty: slot = 303;  wd = 0; path = 
        markCacheSlotEmpty: slot = 304;  wd = 0; path = 
        markCacheSlotEmpty: slot = 305;  wd = 0; path = 
        markCacheSlotEmpty: slot = 306;  wd = 0; path = 
        markCacheSlotEmpty: slot = 307;  wd = 0; path = 
        markCacheSlotEmpty: slot = 308;  wd = 0; path = 
        markCacheSlotEmpty: slot = 309;  wd = 0; path = 
        markCacheSlotEmpty: slot = 310;  wd = 0; path = 
        markCacheSlotEmpty: slot = 311;  wd = 0; path = 
        markCacheSlotEmpty: slot = 312;  wd = 0; path = 
        markCacheSlotEmpty: slot = 313;  wd = 0; path = 
        markCacheSlotEmpty: slot = 314;  wd = 0; path = 
        markCacheSlotEmpty: slot = 315;  wd = 0; path = 
        markCacheSlotEmpty: slot = 316;  wd = 0; path = 
        markCacheSlotEmpty: slot = 317;  wd = 0; path = 
        markCacheSlotEmpty: slot = 318;  wd = 0; path = 
        markCacheSlotEmpty: slot = 319;  wd = 0; path = 
        markCacheSlotEmpty: slot = 320;  wd = 0; path = 
        markCacheSlotEmpty: slot = 321;  wd = 0; path = 
        markCacheSlotEmpty: slot = 322;  wd = 0; path = 
        markCacheSlotEmpty: slot = 323;  wd = 0; path = 
        markCacheSlotEmpty: slot = 324;  wd = 0; path = 
        markCacheSlotEmpty: slot = 325;  wd = 0; path = 
        markCacheSlotEmpty: slot = 326;  wd = 0; path = 
        markCacheSlotEmpty: slot = 327;  wd = 0; path = 
        markCacheSlotEmpty: slot = 328;  wd = 0; path = 
        markCacheSlotEmpty: slot = 329;  wd = 0; path = 
        markCacheSlotEmpty: slot = 330;  wd = 0; path = 
        markCacheSlotEmpty: slot = 331;  wd = 0; path = 
        markCacheSlotEmpty: slot = 332;  wd = 0; path = 
        markCacheSlotEmpty: slot = 333;  wd = 0; path = 
        markCacheSlotEmpty: slot = 334;  wd = 0; path = 
        markCacheSlotEmpty: slot = 335;  wd = 0; path = 
        markCacheSlotEmpty: slot = 336;  wd = 0; path = 
        markCacheSlotEmpty: slot = 337;  wd = 0; path = 
        markCacheSlotEmpty: slot = 338;  wd = 0; path = 
        markCacheSlotEmpty: slot = 339;  wd = 0; path = 
        markCacheSlotEmpty: slot = 340;  wd = 0; path = 
        markCacheSlotEmpty: slot = 341;  wd = 0; path = 
        markCacheSlotEmpty: slot = 342;  wd = 0; path = 
        markCacheSlotEmpty: slot = 343;  wd = 0; path = 
        markCacheSlotEmpty: slot = 344;  wd = 0; path = 
        markCacheSlotEmpty: slot = 345;  wd = 0; path = 
        markCacheSlotEmpty: slot = 346;  wd = 0; path = 
        markCacheSlotEmpty: slot = 347;  wd = 0; path = 
        markCacheSlotEmpty: slot = 348;  wd = 0; path = 
        markCacheSlotEmpty: slot = 349;  wd = 0; path = 
        markCacheSlotEmpty: slot = 350;  wd = 0; path = 
        markCacheSlotEmpty: slot = 351;  wd = 0; path = 
        markCacheSlotEmpty: slot = 352;  wd = 0; path = 
        markCacheSlotEmpty: slot = 353;  wd = 0; path = 
        markCacheSlotEmpty: slot = 354;  wd = 0; path = 
        markCacheSlotEmpty: slot = 355;  wd = 0; path = 
        markCacheSlotEmpty: slot = 356;  wd = 0; path = 
        markCacheSlotEmpty: slot = 357;  wd = 0; path = 
        markCacheSlotEmpty: slot = 358;  wd = 0; path = 
        markCacheSlotEmpty: slot = 359;  wd = 0; path = 
        markCacheSlotEmpty: slot = 360;  wd = 0; path = 
        markCacheSlotEmpty: slot = 361;  wd = 0; path = 
        markCacheSlotEmpty: slot = 362;  wd = 0; path = 
        markCacheSlotEmpty: slot = 363;  wd = 0; path = 
        markCacheSlotEmpty: slot = 364;  wd = 0; path = 
        markCacheSlotEmpty: slot = 365;  wd = 0; path = 
        markCacheSlotEmpty: slot = 366;  wd = 0; path = 
        markCacheSlotEmpty: slot = 367;  wd = 0; path = 
        markCacheSlotEmpty: slot = 368;  wd = 0; path = 
        markCacheSlotEmpty: slot = 369;  wd = 0; path = 
        markCacheSlotEmpty: slot = 370;  wd = 0; path = 
        markCacheSlotEmpty: slot = 371;  wd = 0; path = 
        markCacheSlotEmpty: slot = 372;  wd = 0; path = 
        markCacheSlotEmpty: slot = 373;  wd = 0; path = 
        markCacheSlotEmpty: slot = 374;  wd = 0; path = 
        markCacheSlotEmpty: slot = 375;  wd = 0; path = 
        markCacheSlotEmpty: slot = 376;  wd = 0; path = 
        markCacheSlotEmpty: slot = 377;  wd = 0; path = 
        markCacheSlotEmpty: slot = 378;  wd = 0; path = 
        markCacheSlotEmpty: slot = 379;  wd = 0; path = 
        markCacheSlotEmpty: slot = 380;  wd = 0; path = 
        markCacheSlotEmpty: slot = 381;  wd = 0; path = 
        markCacheSlotEmpty: slot = 382;  wd = 0; path = 
        markCacheSlotEmpty: slot = 383;  wd = 0; path = 
        markCacheSlotEmpty: slot = 384;  wd = 0; path = 
        markCacheSlotEmpty: slot = 385;  wd = 0; path = 
        markCacheSlotEmpty: slot = 386;  wd = 0; path = 
        markCacheSlotEmpty: slot = 387;  wd = 0; path = 
        markCacheSlotEmpty: slot = 388;  wd = 0; path = 
        markCacheSlotEmpty: slot = 389;  wd = 0; path = 
        markCacheSlotEmpty: slot = 390;  wd = 0; path = 
        markCacheSlotEmpty: slot = 391;  wd = 0; path = 
        markCacheSlotEmpty: slot = 392;  wd = 0; path = 
        markCacheSlotEmpty: slot = 393;  wd = 0; path = 
        markCacheSlotEmpty: slot = 394;  wd = 0; path = 
        markCacheSlotEmpty: slot = 395;  wd = 0; path = 
        markCacheSlotEmpty: slot = 396;  wd = 0; path = 
        markCacheSlotEmpty: slot = 397;  wd = 0; path = 
        markCacheSlotEmpty: slot = 398;  wd = 0; path = 
        markCacheSlotEmpty: slot = 399;  wd = 0; path = 
    watchDir: wd = 201 [cache slot: 200]; /root/data/app/release_pack/uparse_mgr_dir
    watchDir: wd = 202 [cache slot: 201]; /root/data/app/release_pack/uparse.base
    watchDir: wd = 203 [cache slot: 202]; /root/data/app/release_pack/uparse.base/config
    watchDir: wd = 204 [cache slot: 203]; /root/data/app/release_pack/uparse.base/lib
    watchDir: wd = 205 [cache slot: 204]; /root/data/app/release_pack/uparse.base/bin
    watchDir: wd = 206 [cache slot: 205]; /root/data/app/release_pack/uparse.base/dashboard
    watchDir: wd = 207 [cache slot: 206]; /root/data/app/release_pack/uparse.base/dashboard/data
    watchDir: wd = 208 [cache slot: 207]; /root/data/app/release_pack/uparse.base/share
    watchDir: wd = 209 [cache slot: 208]; /root/data/app/release_pack/uparse.base/share/uparse
    watchDir: wd = 210 [cache slot: 209]; /root/data/app/release_pack/uparse.base/share/uparse/dasher
    watchDir: wd = 211 [cache slot: 210]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/fonts
    watchDir: wd = 212 [cache slot: 211]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/css
    watchDir: wd = 213 [cache slot: 212]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/javascript
    watchDir: wd = 214 [cache slot: 213]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/javascript/adapters
    watchDir: wd = 215 [cache slot: 214]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/javascript/lib
    watchDir: wd = 216 [cache slot: 215]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/javascript/templates
    watchDir: wd = 217 [cache slot: 216]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/javascript/templates/sandboxes
    watchDir: wd = 218 [cache slot: 217]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/javascript/templates/termination_report
    watchDir: wd = 219 [cache slot: 218]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/javascript/templates/health
    watchDir: wd = 220 [cache slot: 219]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/javascript/models
    watchDir: wd = 221 [cache slot: 220]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/javascript/views
    watchDir: wd = 222 [cache slot: 221]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/javascript/views/sandboxes
    watchDir: wd = 223 [cache slot: 222]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/javascript/views/termination_report
    watchDir: wd = 224 [cache slot: 223]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/javascript/views/health
    watchDir: wd = 225 [cache slot: 224]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/javascript/presenters
    watchDir: wd = 226 [cache slot: 225]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/javascript/vendor
    watchDir: wd = 227 [cache slot: 226]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/javascript/collections
    watchDir: wd = 228 [cache slot: 227]; /root/data/app/release_pack/uparse.base/share/uparse/dasher/images
    watchDir: wd = 229 [cache slot: 228]; /root/data/app/release_pack/uparse.base/share/uparse/examples
    watchDir: wd = 230 [cache slot: 229]; /root/data/app/release_pack/uparse.base/share/uparse/lua_filters
    watchDir: wd = 231 [cache slot: 230]; /root/data/app/release_pack/uparse.base/share/uparse/lua_decoders
    watchDir: wd = 232 [cache slot: 231]; /root/data/app/release_pack/uparse.base/share/uparse/lua_modules
    watchDir: wd = 233 [cache slot: 232]; /root/data/app/release_pack/uparse.base/share/uparse/lua_encoders
    watchDir: wd = 234 [cache slot: 233]; /root/data/app/release_pack/uparse.base/share/uparse/lua_io_modules
    watchDir: wd = 235 [cache slot: 234]; /root/data/app/release_pack/uparse.base/share/uparse/lua_io_modules/mime
    watchDir: wd = 236 [cache slot: 235]; /root/data/app/release_pack/uparse.base/share/uparse/lua_io_modules/socket
    watchDir: wd = 237 [cache slot: 236]; /root/data/app/release_pack/uparse.base/share/dashboard
    watchDir: wd = 238 [cache slot: 237]; /root/data/app/release_pack/uparse.base/share/dashboard/fonts
    watchDir: wd = 239 [cache slot: 238]; /root/data/app/release_pack/uparse.base/share/dashboard/css
    watchDir: wd = 240 [cache slot: 239]; /root/data/app/release_pack/uparse.base/share/dashboard/data
    watchDir: wd = 241 [cache slot: 240]; /root/data/app/release_pack/uparse.base/share/dashboard/javascript
    watchDir: wd = 242 [cache slot: 241]; /root/data/app/release_pack/uparse.base/share/dashboard/javascript/adapters
    watchDir: wd = 243 [cache slot: 242]; /root/data/app/release_pack/uparse.base/share/dashboard/javascript/lib
    watchDir: wd = 244 [cache slot: 243]; /root/data/app/release_pack/uparse.base/share/dashboard/javascript/templates
    watchDir: wd = 245 [cache slot: 244]; /root/data/app/release_pack/uparse.base/share/dashboard/javascript/templates/sandboxes
    watchDir: wd = 246 [cache slot: 245]; /root/data/app/release_pack/uparse.base/share/dashboard/javascript/templates/termination_report
    watchDir: wd = 247 [cache slot: 246]; /root/data/app/release_pack/uparse.base/share/dashboard/javascript/templates/health
    watchDir: wd = 248 [cache slot: 247]; /root/data/app/release_pack/uparse.base/share/dashboard/javascript/models
    watchDir: wd = 249 [cache slot: 248]; /root/data/app/release_pack/uparse.base/share/dashboard/javascript/views
    watchDir: wd = 250 [cache slot: 249]; /root/data/app/release_pack/uparse.base/share/dashboard/javascript/views/sandboxes
    watchDir: wd = 251 [cache slot: 250]; /root/data/app/release_pack/uparse.base/share/dashboard/javascript/views/termination_report
    watchDir: wd = 252 [cache slot: 251]; /root/data/app/release_pack/uparse.base/share/dashboard/javascript/views/health
    watchDir: wd = 253 [cache slot: 252]; /root/data/app/release_pack/uparse.base/share/dashboard/javascript/presenters
    watchDir: wd = 254 [cache slot: 253]; /root/data/app/release_pack/uparse.base/share/dashboard/javascript/vendor
    watchDir: wd = 255 [cache slot: 254]; /root/data/app/release_pack/uparse.base/share/dashboard/javascript/collections
    watchDir: wd = 256 [cache slot: 255]; /root/data/app/release_pack/uparse.base/share/dashboard/images
    watchSubtree: /root/data/app/release_pack/: 256 entries added
0: 1 /root/data/app/release_pack
1: 2 /root/data/app/release_pack/shell
2: 3 /root/data/app/release_pack/conference
3: 4 /root/data/app/release_pack/conference/2015
4: 5 /root/data/app/release_pack/conference/.git
5: 6 /root/data/app/release_pack/conference/.git/hooks
6: 7 /root/data/app/release_pack/conference/.git/info
7: 8 /root/data/app/release_pack/conference/.git/logs
8: 9 /root/data/app/release_pack/conference/.git/logs/refs
9: 10 /root/data/app/release_pack/conference/.git/logs/refs/remotes
10: 11 /root/data/app/release_pack/conference/.git/logs/refs/remotes/origin
11: 12 /root/data/app/release_pack/conference/.git/logs/refs/heads
12: 13 /root/data/app/release_pack/conference/.git/refs
13: 14 /root/data/app/release_pack/conference/.git/refs/remotes
14: 15 /root/data/app/release_pack/conference/.git/refs/remotes/origin
15: 16 /root/data/app/release_pack/conference/.git/refs/heads
16: 17 /root/data/app/release_pack/conference/.git/refs/tags
17: 18 /root/data/app/release_pack/conference/.git/objects
18: 19 /root/data/app/release_pack/conference/.git/objects/e0
19: 20 /root/data/app/release_pack/conference/.git/objects/49
20: 21 /root/data/app/release_pack/conference/.git/objects/ca
21: 22 /root/data/app/release_pack/conference/.git/objects/e2
22: 23 /root/data/app/release_pack/conference/.git/objects/d7
23: 24 /root/data/app/release_pack/conference/.git/objects/78
24: 25 /root/data/app/release_pack/conference/.git/objects/3a
25: 26 /root/data/app/release_pack/conference/.git/objects/2d
26: 27 /root/data/app/release_pack/conference/.git/objects/81
27: 28 /root/data/app/release_pack/conference/.git/objects/18
28: 29 /root/data/app/release_pack/conference/.git/objects/c3
29: 30 /root/data/app/release_pack/conference/.git/objects/53
30: 31 /root/data/app/release_pack/conference/.git/objects/62
31: 32 /root/data/app/release_pack/conference/.git/objects/25
32: 33 /root/data/app/release_pack/conference/.git/objects/f3
33: 34 /root/data/app/release_pack/conference/.git/objects/04
34: 35 /root/data/app/release_pack/conference/.git/objects/1b
35: 36 /root/data/app/release_pack/conference/.git/objects/6a
36: 37 /root/data/app/release_pack/conference/.git/objects/a8
37: 38 /root/data/app/release_pack/conference/.git/objects/1e
38: 39 /root/data/app/release_pack/conference/.git/objects/3c
39: 40 /root/data/app/release_pack/conference/.git/objects/f1
40: 41 /root/data/app/release_pack/conference/.git/objects/9a
41: 42 /root/data/app/release_pack/conference/.git/objects/7c
42: 43 /root/data/app/release_pack/conference/.git/objects/31
43: 44 /root/data/app/release_pack/conference/.git/objects/0f
44: 45 /root/data/app/release_pack/conference/.git/objects/29
45: 46 /root/data/app/release_pack/conference/.git/objects/b4
46: 47 /root/data/app/release_pack/conference/.git/objects/c9
47: 48 /root/data/app/release_pack/conference/.git/objects/info
48: 49 /root/data/app/release_pack/conference/.git/objects/77
49: 50 /root/data/app/release_pack/conference/.git/objects/be
50: 51 /root/data/app/release_pack/conference/.git/objects/7a
51: 52 /root/data/app/release_pack/conference/.git/objects/0c
52: 53 /root/data/app/release_pack/conference/.git/objects/6f
53: 54 /root/data/app/release_pack/conference/.git/objects/32
54: 55 /root/data/app/release_pack/conference/.git/objects/bd
55: 56 /root/data/app/release_pack/conference/.git/objects/3f
56: 57 /root/data/app/release_pack/conference/.git/objects/f0
57: 58 /root/data/app/release_pack/conference/.git/objects/c0
58: 59 /root/data/app/release_pack/conference/.git/objects/52
59: 60 /root/data/app/release_pack/conference/.git/objects/87
60: 61 /root/data/app/release_pack/conference/.git/objects/73
61: 62 /root/data/app/release_pack/conference/.git/objects/71
62: 63 /root/data/app/release_pack/conference/.git/objects/59
63: 64 /root/data/app/release_pack/conference/.git/objects/45
64: 65 /root/data/app/release_pack/conference/.git/objects/56
65: 66 /root/data/app/release_pack/conference/.git/objects/b7
66: 67 /root/data/app/release_pack/conference/.git/objects/a9
67: 68 /root/data/app/release_pack/conference/.git/objects/74
68: 69 /root/data/app/release_pack/conference/.git/objects/1c
69: 70 /root/data/app/release_pack/conference/.git/objects/7e
70: 71 /root/data/app/release_pack/conference/.git/objects/1a
71: 72 /root/data/app/release_pack/conference/.git/objects/ee
72: 73 /root/data/app/release_pack/conference/.git/objects/86
73: 74 /root/data/app/release_pack/conference/.git/objects/37
74: 75 /root/data/app/release_pack/conference/.git/objects/39
75: 76 /root/data/app/release_pack/conference/.git/objects/d2
76: 77 /root/data/app/release_pack/conference/.git/objects/c2
77: 78 /root/data/app/release_pack/conference/.git/objects/f5
78: 79 /root/data/app/release_pack/conference/.git/objects/dc
79: 80 /root/data/app/release_pack/conference/.git/objects/f8
80: 81 /root/data/app/release_pack/conference/.git/objects/4e
81: 82 /root/data/app/release_pack/conference/.git/objects/88
82: 83 /root/data/app/release_pack/conference/.git/objects/90
83: 84 /root/data/app/release_pack/conference/.git/objects/36
84: 85 /root/data/app/release_pack/conference/.git/objects/pack
85: 86 /root/data/app/release_pack/conference/.git/objects/34
86: 87 /root/data/app/release_pack/conference/.git/objects/4a
87: 88 /root/data/app/release_pack/conference/.git/objects/7f
88: 89 /root/data/app/release_pack/conference/.git/objects/ba
89: 90 /root/data/app/release_pack/conference/.git/objects/a5
90: 91 /root/data/app/release_pack/conference/.git/objects/35
91: 92 /root/data/app/release_pack/conference/.git/objects/09
92: 93 /root/data/app/release_pack/conference/.git/objects/e3
93: 94 /root/data/app/release_pack/conference/.git/objects/cf
94: 95 /root/data/app/release_pack/conference/.git/objects/ab
95: 96 /root/data/app/release_pack/conference/.git/objects/e1
96: 97 /root/data/app/release_pack/conference/.git/objects/a7
97: 98 /root/data/app/release_pack/conference/.git/branches
98: 99 /root/data/app/release_pack/conference/2018
99: 100 /root/data/app/release_pack/conference/2017
100: 101 /root/data/app/release_pack/conference/2016
101: 102 /root/data/app/release_pack/uparse
102: 103 /root/data/app/release_pack/uparse/config
103: 104 /root/data/app/release_pack/uparse/config/template
104: 105 /root/data/app/release_pack/uparse/log
105: 106 /root/data/app/release_pack/uparse/lib
106: 107 /root/data/app/release_pack/uparse/lib/luasandbox
107: 108 /root/data/app/release_pack/uparse/lib/luasandbox/modules
108: 109 /root/data/app/release_pack/uparse/lib/luasandbox/io_modules
109: 110 /root/data/app/release_pack/uparse/lib/luasandbox/io_modules/mime
110: 111 /root/data/app/release_pack/uparse/lib/luasandbox/io_modules/socket
111: 112 /root/data/app/release_pack/uparse/include
112: 113 /root/data/app/release_pack/uparse/include/luasandbox
113: 114 /root/data/app/release_pack/uparse/bin
114: 115 /root/data/app/release_pack/uparse/temp
115: 116 /root/data/app/release_pack/uparse/share
116: 117 /root/data/app/release_pack/uparse/share/doc
117: 118 /root/data/app/release_pack/uparse/share/doc/luasandbox
118: 119 /root/data/app/release_pack/uparse/share/man
119: 120 /root/data/app/release_pack/uparse/share/man/man5
120: 121 /root/data/app/release_pack/uparse/share/man/man1
